black,white,srand_num,black_score,white_score
corner,corner,81,47,17
corner,corner,82,34,30
corner,corner,83,46,18
corner,corner,84,39,25
corner,corner,85,15,49
corner,corner,86,48,16
corner,corner,87,7,57
corner,corner,88,37,27
corner,corner,89,39,25
corner,corner,90,31,33
corner,corner,91,15,48
corner,corner,92,34,30
corner,corner,93,41,23
corner,corner,94,41,23
corner,corner,95,40,24
corner,corner,96,41,23
corner,corner,97,21,43
corner,corner,98,20,44
corner,corner,99,40,24
corner,corner,100,37,27
corner,corner,616,41,23
corner,corner,617,28,36
corner,corner,618,35,29
corner,corner,619,36,28
corner,corner,620,36,28
corner,corner,621,40,24
corner,corner,622,38,26
corner,corner,623,39,25
corner,corner,624,36,28
corner,corner,625,15,49
corner,corner,626,46,18
corner,corner,627,40,24
corner,corner,628,35,29
corner,corner,629,23,41
corner,corner,630,29,35
corner,corner,631,30,34
corner,corner,632,27,37
corner,corner,633,19,45
corner,corner,634,36,28
corner,corner,635,32,32
corner,corner_pl_ze+box,81,43,21
corner,corner_pl_ze+box,82,29,35
corner,corner_pl_ze+box,83,16,48
corner,corner_pl_ze+box,84,43,21
corner,corner_pl_ze+box,85,52,12
corner,corner_pl_ze+box,86,22,42
corner,corner_pl_ze+box,87,21,43
corner,corner_pl_ze+box,88,45,19
corner,corner_pl_ze+box,89,30,34
corner,corner_pl_ze+box,90,22,42
corner,corner_pl_ze+box,91,23,41
corner,corner_pl_ze+box,92,28,36
corner,corner_pl_ze+box,93,29,35
corner,corner_pl_ze+box,94,38,26
corner,corner_pl_ze+box,95,35,29
corner,corner_pl_ze+box,96,18,46
corner,corner_pl_ze+box,97,39,25
corner,corner_pl_ze+box,98,27,37
corner,corner_pl_ze+box,99,9,54
corner,corner_pl_ze+box,100,29,35
corner,corner_pl_ze+box,616,22,42
corner,corner_pl_ze+box,617,37,27
corner,corner_pl_ze+box,618,27,37
corner,corner_pl_ze+box,619,38,26
corner,corner_pl_ze+box,620,37,27
corner,corner_pl_ze+box,621,43,21
corner,corner_pl_ze+box,622,48,16
corner,corner_pl_ze+box,623,38,26
corner,corner_pl_ze+box,624,39,25
corner,corner_pl_ze+box,625,27,37
corner,corner_pl_ze+box,626,43,21
corner,corner_pl_ze+box,627,32,32
corner,corner_pl_ze+box,628,45,19
corner,corner_pl_ze+box,629,26,38
corner,corner_pl_ze+box,630,24,40
corner,corner_pl_ze+box,631,23,41
corner,corner_pl_ze+box,632,31,33
corner,corner_pl_ze+box,633,22,42
corner,corner_pl_ze+box,634,35,29
corner,corner_pl_ze+box,635,31,32
corner,corner_pl_ze+custom+box,81,29,35
corner,corner_pl_ze+custom+box,82,32,32
corner,corner_pl_ze+custom+box,83,48,15
corner,corner_pl_ze+custom+box,84,34,30
corner,corner_pl_ze+custom+box,85,27,37
corner,corner_pl_ze+custom+box,86,48,16
corner,corner_pl_ze+custom+box,87,29,0
corner,corner_pl_ze+custom+box,88,24,40
corner,corner_pl_ze+custom+box,89,29,35
corner,corner_pl_ze+custom+box,90,47,17
corner,corner_pl_ze+custom+box,91,25,39
corner,corner_pl_ze+custom+box,92,27,37
corner,corner_pl_ze+custom+box,93,26,38
corner,corner_pl_ze+custom+box,94,55,9
corner,corner_pl_ze+custom+box,95,30,34
corner,corner_pl_ze+custom+box,96,58,6
corner,corner_pl_ze+custom+box,97,33,31
corner,corner_pl_ze+custom+box,98,47,17
corner,corner_pl_ze+custom+box,99,32,32
corner,corner_pl_ze+custom+box,100,29,35
corner,corner_pl_ze+custom+box,616,23,41
corner,corner_pl_ze+custom+box,617,27,37
corner,corner_pl_ze+custom+box,618,47,17
corner,corner_pl_ze+custom+box,619,22,42
corner,corner_pl_ze+custom+box,620,32,32
corner,corner_pl_ze+custom+box,621,29,35
corner,corner_pl_ze+custom+box,622,29,35
corner,corner_pl_ze+custom+box,623,24,40
corner,corner_pl_ze+custom+box,624,25,38
corner,corner_pl_ze+custom+box,625,50,14
corner,corner_pl_ze+custom+box,626,41,23
corner,corner_pl_ze+custom+box,627,39,25
corner,corner_pl_ze+custom+box,628,29,35
corner,corner_pl_ze+custom+box,629,29,35
corner,corner_pl_ze+custom+box,630,43,21
corner,corner_pl_ze+custom+box,631,39,25
corner,corner_pl_ze+custom+box,632,48,16
corner,corner_pl_ze+custom+box,633,34,30
corner,corner_pl_ze+custom+box,634,29,35
corner,corner_pl_ze+custom+box,635,25,39
corner,corner_mi,81,47,17
corner,corner_mi,82,34,30
corner,corner_mi,83,45,19
corner,corner_mi,84,39,25
corner,corner_mi,85,10,54
corner,corner_mi,86,33,31
corner,corner_mi,87,7,57
corner,corner_mi,88,32,32
corner,corner_mi,89,39,25
corner,corner_mi,90,44,20
corner,corner_mi,91,23,41
corner,corner_mi,92,34,30
corner,corner_mi,93,44,20
corner,corner_mi,94,32,32
corner,corner_mi,95,21,43
corner,corner_mi,96,30,34
corner,corner_mi,97,22,42
corner,corner_mi,98,21,43
corner,corner_mi,99,33,31
corner,corner_mi,100,49,15
corner,corner_mi,616,47,17
corner,corner_mi,617,15,49
corner,corner_mi,618,33,31
corner,corner_mi,619,30,34
corner,corner_mi,620,34,30
corner,corner_mi,621,50,14
corner,corner_mi,622,34,29
corner,corner_mi,623,39,25
corner,corner_mi,624,36,28
corner,corner_mi,625,15,49
corner,corner_mi,626,46,18
corner,corner_mi,627,47,17
corner,corner_mi,628,34,30
corner,corner_mi,629,33,31
corner,corner_mi,630,24,40
corner,corner_mi,631,30,34
corner,corner_mi,632,40,24
corner,corner_mi,633,32,31
corner,corner_mi,634,46,18
corner,corner_mi,635,15,49
corner,corner_pl_ze+box_mi,81,23,41
corner,corner_pl_ze+box_mi,82,19,45
corner,corner_pl_ze+box_mi,83,16,48
corner,corner_pl_ze+box_mi,84,41,23
corner,corner_pl_ze+box_mi,85,18,46
corner,corner_pl_ze+box_mi,86,35,28
corner,corner_pl_ze+box_mi,87,41,23
corner,corner_pl_ze+box_mi,88,20,44
corner,corner_pl_ze+box_mi,89,17,47
corner,corner_pl_ze+box_mi,90,20,44
corner,corner_pl_ze+box_mi,91,22,42
corner,corner_pl_ze+box_mi,92,27,37
corner,corner_pl_ze+box_mi,93,24,40
corner,corner_pl_ze+box_mi,94,32,32
corner,corner_pl_ze+box_mi,95,38,26
corner,corner_pl_ze+box_mi,96,28,36
corner,corner_pl_ze+box_mi,97,33,31
corner,corner_pl_ze+box_mi,98,32,32
corner,corner_pl_ze+box_mi,99,17,47
