black,white,srand_num,black_score,white_score
corner,corner,81,47,17
corner,corner,82,34,30
corner,corner,83,46,18
corner,corner,84,39,25
corner,corner,85,15,49
corner,corner,86,48,16
corner,corner,87,7,57
corner,corner,88,37,27
corner,corner,89,39,25
corner,corner,90,31,33
corner,corner,91,15,48
corner,corner,92,34,30
corner,corner,93,41,23
corner,corner,94,41,23
corner,corner,95,40,24
corner,corner,96,41,23
corner,corner,97,21,43
corner,corner,98,20,44
corner,corner,99,40,24
corner,corner,100,37,27
corner,corner,616,41,23
corner,corner,617,28,36
corner,corner,618,35,29
corner,corner,619,36,28
corner,corner,620,36,28
corner,corner,621,40,24
corner,corner,622,38,26
corner,corner,623,39,25
corner,corner,624,36,28
corner,corner,625,15,49
corner,corner,626,46,18
corner,corner,627,40,24
corner,corner,628,35,29
corner,corner,629,23,41
corner,corner,630,29,35
corner,corner,631,30,34
corner,corner,632,27,37
corner,corner,633,19,45
corner,corner,634,36,28
corner,corner,635,32,32
corner,corner_pl,81,31,33
corner,corner_pl,82,27,37
corner,corner_pl,83,15,49
corner,corner_pl,84,33,31
corner,corner_pl,85,23,41
corner,corner_pl,86,26,38
corner,corner_pl,87,32,32
corner,corner_pl,88,55,9
corner,corner_pl,89,50,14
corner,corner_pl,90,38,26
corner,corner_pl,91,46,18
corner,corner_pl,92,24,40
corner,corner_pl,93,32,32
corner,corner_pl,94,38,26
corner,corner_pl,95,35,29
corner,corner_pl,96,33,31
corner,corner_pl,97,14,50
corner,corner_pl,98,25,39
corner,corner_pl,99,34,30
corner,corner_pl,100,33,31
corner,corner_pl,616,24,40
corner,corner_pl,617,26,38
corner,corner_pl,618,21,43
corner,corner_pl,619,43,21
corner,corner_pl,620,42,22
corner,corner_pl,621,32,32
corner,corner_pl,622,51,13
corner,corner_pl,623,28,36
corner,corner_pl,624,25,39
corner,corner_pl,625,26,38
corner,corner_pl,626,45,19
corner,corner_pl,627,41,23
corner,corner_pl,628,29,35
corner,corner_pl,629,8,55
corner,corner_pl,630,31,33
corner,corner_pl,631,44,20
corner,corner_pl,632,16,48
corner,corner_pl,633,55,9
corner,corner_pl,634,44,20
corner,corner_pl,635,28,36
corner,corner_ze,81,23,41
corner,corner_ze,82,29,35
corner,corner_ze,83,36,28
corner,corner_ze,84,45,19
corner,corner_ze,85,26,38
corner,corner_ze,86,37,27
corner,corner_ze,87,24,40
corner,corner_ze,88,11,53
corner,corner_ze,89,17,47
corner,corner_ze,90,30,34
corner,corner_ze,91,26,38
corner,corner_ze,92,20,44
corner,corner_ze,93,36,28
corner,corner_ze,94,46,18
corner,corner_ze,95,36,28
corner,corner_ze,96,43,21
corner,corner_ze,97,40,24
corner,corner_ze,98,18,46
corner,corner_ze,99,35,29
corner,corner_ze,100,39,25
corner,corner_ze,616,33,31
corner,corner_ze,617,35,29
corner,corner_ze,618,22,42
corner,corner_ze,619,38,26
corner,corner_ze,620,41,23
corner,corner_ze,621,43,21
corner,corner_ze,622,43,21
corner,corner_ze,623,21,43
corner,corner_ze,624,16,48
corner,corner_ze,625,38,26
corner,corner_ze,626,26,38
corner,corner_ze,627,36,28
corner,corner_ze,628,16,48
corner,corner_ze,629,33,31
corner,corner_ze,630,11,53
corner,corner_ze,631,47,17
corner,corner_ze,632,33,31
corner,corner_ze,633,25,38
corner,corner_ze,634,29,35
corner,corner_ze,635,24,40
corner,corner_pl_ze,81,37,27
corner,corner_pl_ze,82,26,38
corner,corner_pl_ze,83,21,43
corner,corner_pl_ze,84,45,19
corner,corner_pl_ze,85,44,20
corner,corner_pl_ze,86,30,34
corner,corner_pl_ze,87,49,15
corner,corner_pl_ze,88,39,25
corner,corner_pl_ze,89,24,40
corner,corner_pl_ze,90,30,34
corner,corner_pl_ze,91,26,38
corner,corner_pl_ze,92,33,31
corner,corner_pl_ze,93,42,22
corner,corner_pl_ze,94,17,47
corner,corner_pl_ze,95,15,49
corner,corner_pl_ze,96,40,24
corner,corner_pl_ze,97,32,32
corner,corner_pl_ze,98,30,34
corner,corner_pl_ze,99,35,29
corner,corner_pl_ze,100,50,14
corner,corner_pl_ze,616,47,17
corner,corner_pl_ze,617,48,16
corner,corner_pl_ze,618,23,41
corner,corner_pl_ze,619,12,52
corner,corner_pl_ze,620,26,38
corner,corner_pl_ze,621,41,23
corner,corner_pl_ze,622,18,46
corner,corner_pl_ze,623,25,39
corner,corner_pl_ze,624,24,40
corner,corner_pl_ze,625,9,55
corner,corner_pl_ze,626,52,12
corner,corner_pl_ze,627,36,28
corner,corner_pl_ze,628,38,26
corner,corner_pl_ze,629,33,31
corner,corner_pl_ze,630,38,26
corner,corner_pl_ze,631,34,30
corner,corner_pl_ze,632,35,29
corner,corner_pl_ze,633,36,28
corner,corner_pl_ze,634,32,32
corner,corner_pl_ze,635,35,29
corner,corner_pl+custom,81,29,35
corner,corner_pl+custom,82,43,21
corner,corner_pl+custom,83,35,29
corner,corner_pl+custom,84,44,20
corner,corner_pl+custom,85,49,15
corner,corner_pl+custom,86,38,26
corner,corner_pl+custom,87,32,32
corner,corner_pl+custom,88,54,10
corner,corner_pl+custom,89,45,19
corner,corner_pl+custom,90,7,57
corner,corner_pl+custom,91,42,22
corner,corner_pl+custom,92,31,33
corner,corner_pl+custom,93,38,26
corner,corner_pl+custom,94,39,25
corner,corner_pl+custom,95,34,30
corner,corner_pl+custom,96,41,23
corner,corner_pl+custom,97,33,31
corner,corner_pl+custom,98,39,25
corner,corner_pl+custom,99,22,42
corner,corner_pl+custom,100,30,34
corner,corner_pl+custom,616,31,33
corner,corner_pl+custom,617,15,49
corner,corner_pl+custom,618,40,24
corner,corner_pl+custom,619,31,33
corner,corner_pl+custom,620,28,36
corner,corner_pl+custom,621,23,41
corner,corner_pl+custom,622,33,31
corner,corner_pl+custom,623,44,20
corner,corner_pl+custom,624,34,30
corner,corner_pl+custom,625,31,33
corner,corner_pl+custom,626,27,37
corner,corner_pl+custom,627,41,23
corner,corner_pl+custom,628,49,15
corner,corner_pl+custom,629,31,33
corner,corner_pl+custom,630,33,31
corner,corner_pl+custom,631,18,46
corner,corner_pl+custom,632,24,39
corner,corner_pl+custom,633,30,34
corner,corner_pl+custom,634,45,19
corner,corner_pl+custom,635,19,45
corner,corner_ze+custom,81,33,31
corner,corner_ze+custom,82,33,31
corner,corner_ze+custom,83,44,20
corner,corner_ze+custom,84,34,30
corner,corner_ze+custom,85,41,23
corner,corner_ze+custom,86,43,21
corner,corner_ze+custom,87,28,36
