black,white,srand_num,black_score,white_score
corner,corner,81,47,17
corner,corner,82,34,30
corner,corner,83,46,18
corner,corner,84,39,25
corner,corner,85,15,49
corner,corner,86,48,16
corner,corner,87,7,57
corner,corner,88,37,27
corner,corner,89,39,25
corner,corner,90,31,33
corner,corner,91,15,48
corner,corner,92,34,30
corner,corner,93,41,23
corner,corner,94,41,23
corner,corner,95,40,24
corner,corner,96,41,23
corner,corner,97,21,43
corner,corner,98,20,44
corner,corner,99,40,24
corner,corner,100,37,27
corner,corner,616,41,23
corner,corner,617,28,36
corner,corner,618,35,29
corner,corner,619,36,28
corner,corner,620,36,28
corner,corner,621,40,24
corner,corner,622,38,26
corner,corner,623,39,25
corner,corner,624,36,28
corner,corner,625,15,49
corner,corner,626,46,18
corner,corner,627,40,24
corner,corner,628,35,29
corner,corner,629,23,41
corner,corner,630,29,35
corner,corner,631,30,34
corner,corner,632,27,37
corner,corner,633,19,45
corner,corner,634,36,28
corner,corner,635,32,32
corner,eva_my,81,27,37
corner,eva_my,82,44,20
corner,eva_my,83,43,21
corner,eva_my,84,32,32
corner,eva_my,85,34,30
corner,eva_my,86,38,26
corner,eva_my,87,18,46
corner,eva_my,88,30,34
corner,eva_my,89,36,28
corner,eva_my,90,24,40
corner,eva_my,91,35,29
corner,eva_my,92,42,22
corner,eva_my,93,43,21
corner,eva_my,94,31,33
corner,eva_my,95,38,26
corner,eva_my,96,31,33
corner,eva_my,97,21,43
corner,eva_my,98,44,20
corner,eva_my,99,27,37
corner,eva_my,100,24,40
corner,eva_my,616,32,32
corner,eva_my,617,53,11
corner,eva_my,618,38,26
corner,eva_my,619,25,39
corner,eva_my,620,51,12
corner,eva_my,621,45,19
corner,eva_my,622,26,38
corner,eva_my,623,28,36
corner,eva_my,624,42,22
corner,eva_my,625,35,29
corner,eva_my,626,36,28
corner,eva_my,627,28,36
corner,eva_my,628,23,41
corner,eva_my,629,28,36
corner,eva_my,630,39,25
corner,eva_my,631,28,36
corner,eva_my,632,26,38
corner,eva_my,633,46,18
corner,eva_my,634,39,25
corner,eva_my,635,33,31
corner,corner+custom,81,18,46
corner,corner+custom,82,30,34
corner,corner+custom,83,35,29
corner,corner+custom,84,32,32
corner,corner+custom,85,16,48
corner,corner+custom,86,19,45
corner,corner+custom,87,26,38
corner,corner+custom,88,27,37
corner,corner+custom,89,38,26
corner,corner+custom,90,26,38
corner,corner+custom,91,30,34
corner,corner+custom,92,43,21
corner,corner+custom,93,38,26
corner,corner+custom,94,39,25
corner,corner+custom,95,39,25
corner,corner+custom,96,43,21
corner,corner+custom,97,22,42
corner,corner+custom,98,33,31
corner,corner+custom,99,36,28
corner,corner+custom,100,35,29
corner,corner+custom,616,23,41
corner,corner+custom,617,43,21
corner,corner+custom,618,37,27
corner,corner+custom,619,37,27
corner,corner+custom,620,27,37
corner,corner+custom,621,37,27
corner,corner+custom,622,47,17
corner,corner+custom,623,22,42
corner,corner+custom,624,39,25
corner,corner+custom,625,34,30
corner,corner+custom,626,29,35
corner,corner+custom,627,34,30
corner,corner+custom,628,18,46
corner,corner+custom,629,24,40
corner,corner+custom,630,19,45
corner,corner+custom,631,31,33
corner,corner+custom,632,42,22
corner,corner+custom,633,38,26
corner,corner+custom,634,42,22
corner,corner+custom,635,17,47
corner,eva_my+custom,81,50,14
corner,eva_my+custom,82,26,38
corner,eva_my+custom,83,40,24
corner,eva_my+custom,84,35,29
corner,eva_my+custom,85,44,20
corner,eva_my+custom,86,18,46
corner,eva_my+custom,87,45,19
corner,eva_my+custom,88,45,19
corner,eva_my+custom,89,22,42
corner,eva_my+custom,90,55,9
corner,eva_my+custom,91,21,43
corner,eva_my+custom,92,38,26
corner,eva_my+custom,93,39,25
corner,eva_my+custom,94,34,30
corner,eva_my+custom,95,22,42
corner,eva_my+custom,96,42,22
corner,eva_my+custom,97,40,24
corner,eva_my+custom,98,39,25
corner,eva_my+custom,99,27,37
corner,eva_my+custom,100,30,34
corner,eva_my+custom,616,37,27
corner,eva_my+custom,617,14,50
corner,eva_my+custom,618,25,39
corner,eva_my+custom,619,47,17
corner,eva_my+custom,620,41,23
corner,eva_my+custom,621,31,33
corner,eva_my+custom,622,33,31
corner,eva_my+custom,623,32,32
corner,eva_my+custom,624,25,39
corner,eva_my+custom,625,40,24
corner,eva_my+custom,626,25,39
corner,eva_my+custom,627,31,33
corner,eva_my+custom,628,39,25
corner,eva_my+custom,629,33,31
corner,eva_my+custom,630,27,37
corner,eva_my+custom,631,29,35
corner,eva_my+custom,632,30,34
corner,eva_my+custom,633,29,35
corner,eva_my+custom,634,25,39
corner,eva_my+custom,635,40,24
corner,corner-box,81,25,39
corner,corner-box,82,42,22
corner,corner-box,83,18,46
corner,corner-box,84,24,40
corner,corner-box,85,38,26
corner,corner-box,86,18,46
corner,corner-box,87,22,41
corner,corner-box,88,40,24
corner,corner-box,89,45,19
corner,corner-box,90,29,35
corner,corner-box,91,21,43
corner,corner-box,92,16,48
corner,corner-box,93,46,18
corner,corner-box,94,24,40
corner,corner-box,95,31,33
corner,corner-box,96,11,53
corner,corner-box,97,36,28
corner,corner-box,98,27,37
corner,corner-box,99,50,14
corner,corner-box,100,42,22
corner,corner-box,616,35,29
corner,corner-box,617,46,18
corner,corner-box,618,52,12
corner,corner-box,619,31,33
corner,corner-box,620,21,0
corner,corner-box,621,36,28
corner,corner-box,622,35,29
corner,corner-box,623,11,53
corner,corner-box,624,38,26
corner,corner-box,625,26,38
corner,corner-box,626,35,29
corner,corner-box,627,27,37
corner,corner-box,628,27,37
corner,corner-box,629,18,46
corner,corner-box,630,44,20
corner,corner-box,631,24,40
corner,corner-box,632,46,18
corner,corner-box,633,53,11
corner,corner-box,634,49,15
corner,corner-box,635,37,27
corner,corner_mi,81,44,20
corner,corner_mi,82,32,32
corner,corner_mi,83,23,41
corner,corner_mi,84,41,23
corner,corner_mi,85,30,33
corner,corner_mi,86,57,7
corner,corner_mi,87,29,35
corner,corner_mi,88,35,29
corner,corner_mi,89,26,38
corner,corner_mi,90,49,15
corner,corner_mi,91,35,29
corner,corner_mi,92,38,26
corner,corner_mi,93,44,20
corner,corner_mi,94,31,33
corner,corner_mi,95,21,43
corner,corner_mi,96,20,44
corner,corner_mi,97,27,37
corner,corner_mi,98,20,44
corner,corner_mi,99,36,28
corner,corner_mi,100,25,39
corner,corner_mi,616,17,47
corner,corner_mi,617,30,34
corner,corner_mi,618,27,37
corner,corner_mi,619,37,27
