evolution_method,select_method,per_mutation,computer,player,generation,win_per
0,0,0,1,1,14,0
0,0,0,1,1,15,0
0,0,0,1,1,16,0
0,0,0,1,1,17,0
0,0,0,1,1,18,0
0,0,0,1,1,19,0
0,0,0,1,1,20,0
0,0,0,1,1,21,0
0,0,0,1,1,22,0
0,0,0,1,1,23,0
0,0,0,1,1,24,0
0,0,0,1,1,25,0
0,0,0,1,1,26,0
0,0,0,1,1,27,0
0,0,0,1,1,28,0
0,0,0,1,1,29,0
0,0,0,1,1,30,0
0,0,0,1,1,31,0
0,0,0,1,1,32,0
0,0,0,1,1,33,0
0,0,0,1,1,34,0
0,0,0,1,1,35,0
0,0,0,1,1,36,0
0,0,0,1,1,37,0
0,0,0,1,1,38,0
0,0,0,1,1,39,0
0,0,0,1,1,40,0
0,0,0,1,1,41,0
0,0,0,1,1,42,0
0,0,0,1,1,43,0
0,0,0,1,1,44,0
0,0,0,1,1,45,0
0,0,0,1,1,46,0
0,0,0,1,1,47,0
0,0,0,1,1,48,0
0,0,0,1,1,49,0
0,0,0,1,1,50,0
0,0,0,1,1,51,0
0,0,0,1,1,52,0
0,0,0,1,1,53,0
0,0,0,1,1,54,0
0,0,0,1,1,55,0
0,0,0,1,1,56,0
0,0,0,1,1,57,0
0,0,0,1,1,58,0
0,0,0,1,1,59,0
0,0,0,1,1,60,0
0,0,0,1,1,61,0
0,0,0,1,1,62,0
0,0,0,1,1,63,0
0,0,0,1,1,64,0
0,0,0,1,1,65,0
0,0,0,1,1,66,0
0,0,0,1,1,67,0
0,0,0,1,1,68,0
0,0,0,1,1,69,0
0,0,0,1,1,70,0
0,0,0,1,1,71,0
0,0,0,1,1,72,0
0,0,0,1,1,73,0
0,0,0,1,1,74,0
0,0,0,1,1,75,0
0,0,0,1,1,76,0
0,0,0,1,1,77,0
0,0,0,1,1,78,0
0,0,0,1,1,79,0
0,0,0,1,1,80,0
0,0,0,1,1,81,0
0,0,0,1,1,82,0
0,0,0,1,1,83,0
0,0,0,1,1,84,0
0,0,0,1,1,85,0
0,0,0,1,1,86,0
0,0,0,1,1,87,0
0,0,0,1,1,88,0
0,0,0,1,1,89,0
0,0,0,1,1,90,0
0,0,0,1,1,91,0
0,0,0,1,1,92,0
0,0,0,1,1,93,0
0,0,0,1,1,94,0
0,0,0,1,1,95,0
0,0,0,1,1,96,0
0,0,0,1,1,97,0
0,0,0,1,1,98,0
0,0,0,1,1,99,0
0,0,0,1,2,0,0
0,0,0,1,2,1,0
0,0,0,1,2,2,0
0,0,0,1,2,3,0
0,0,0,1,2,4,0
0,0,0,1,2,5,0
0,0,0,1,2,6,0
0,0,0,1,2,7,0
0,0,0,1,2,8,0
0,0,0,1,2,9,0
0,0,0,1,2,10,0
0,0,0,1,2,11,0
0,0,0,1,2,12,0
0,0,0,1,2,13,0
0,0,0,1,2,14,0
0,0,0,1,2,15,0
0,0,0,1,2,16,0
0,0,0,1,2,17,0
0,0,0,1,2,18,0
0,0,0,1,2,19,0
0,0,0,1,2,20,0
0,0,0,1,2,21,0
0,0,0,1,2,22,0
0,0,0,1,2,23,0
0,0,0,1,2,24,0
0,0,0,1,2,25,0
0,0,0,1,2,26,0
0,0,0,1,2,27,0
0,0,0,1,2,28,0
0,0,0,1,2,29,0
0,0,0,1,2,30,0
0,0,0,1,2,31,0
0,0,0,1,2,32,0
0,0,0,1,2,33,0
0,0,0,1,2,34,0
0,0,0,1,2,35,0
0,0,0,1,2,36,0
0,0,0,1,2,37,0
0,0,0,1,2,38,0
0,0,0,1,2,39,0
0,0,0,1,2,40,0
0,0,0,1,2,41,0
0,0,0,1,2,42,0
0,0,0,1,2,43,0
0,0,0,1,2,44,0
0,0,0,1,2,45,0
0,0,0,1,2,46,0
0,0,0,1,2,47,0
0,0,0,1,2,48,0
0,0,0,1,2,49,0
0,0,0,1,2,50,0
0,0,0,1,2,51,0
0,0,0,1,2,52,0
0,0,0,1,2,53,0
0,0,0,1,2,54,0
0,0,0,1,2,55,0
0,0,0,1,2,56,0
0,0,0,1,2,57,0
0,0,0,1,2,58,0
0,0,0,1,2,59,0
0,0,0,1,2,60,0
0,0,0,1,2,61,0
0,0,0,1,2,62,0
0,0,0,1,2,63,0
0,0,0,1,2,64,0
0,0,0,1,2,65,0
0,0,0,1,2,66,0
0,0,0,1,2,67,0
0,0,0,1,2,68,0
0,0,0,1,2,69,0
0,0,0,1,2,70,0
0,0,0,1,2,71,0
0,0,0,1,2,72,0
0,0,0,1,2,73,0
0,0,0,1,2,74,0
0,0,0,1,2,75,0
0,0,0,1,2,76,0
0,0,0,1,2,77,0
0,0,0,1,2,78,0
0,0,0,1,2,79,0
0,0,0,1,2,80,0
0,0,0,1,2,81,0
0,0,0,1,2,82,0
0,0,0,1,2,83,0
0,0,0,1,2,84,0
0,0,0,1,2,85,0
0,0,0,1,2,86,0
0,0,0,1,2,87,0
0,0,0,1,2,88,0
0,0,0,1,2,89,0
0,0,0,1,2,90,0
0,0,0,1,2,91,0
0,0,0,1,2,92,0
0,0,0,1,2,93,0
0,0,0,1,2,94,0
0,0,0,1,2,95,0
0,0,0,1,2,96,0
0,0,0,1,2,97,0
0,0,0,1,2,98,0
0,0,0,1,2,99,0
0,0,0,1,3,0,0
0,0,0,1,3,1,0
0,0,0,1,3,2,0
0,0,0,1,3,3,0
0,0,0,1,3,4,0
0,0,0,1,3,5,0
0,0,0,1,3,6,0
0,0,0,1,3,7,0
0,0,0,1,3,8,0
0,0,0,1,3,9,0
0,0,0,1,3,10,0
0,0,0,1,3,11,0
0,0,0,1,3,12,0
0,0,0,1,3,13,0
0,0,0,1,3,14,0
0,0,0,1,3,15,0
0,0,0,1,3,16,0
0,0,0,1,3,17,0
0,0,0,1,3,18,0
0,0,0,1,3,19,0
0,0,0,1,3,20,0
0,0,0,1,3,21,0
0,0,0,1,3,22,0
0,0,0,1,3,23,0
0,0,0,1,3,24,0
0,0,0,1,3,25,0
0,0,0,1,3,26,0
0,0,0,1,3,27,0
0,0,0,1,3,28,0
0,0,0,1,3,29,0
0,0,0,1,3,30,0
0,0,0,1,3,31,0
0,0,0,1,3,32,0
0,0,0,1,3,33,0
0,0,0,1,3,34,0
0,0,0,1,3,35,0
0,0,0,1,3,36,0
0,0,0,1,3,37,0
0,0,0,1,3,38,0
0,0,0,1,3,39,0
0,0,0,1,3,40,0
0,0,0,1,3,41,0
0,0,0,1,3,42,0
0,0,0,1,3,43,0
0,0,0,1,3,44,0
0,0,0,1,3,45,0
0,0,0,1,3,46,0
0,0,0,1,3,47,0
0,0,0,1,3,48,0
0,0,0,1,3,49,0
0,0,0,1,3,50,0
0,0,0,1,3,51,0
0,0,0,1,3,52,0
0,0,0,1,3,53,0
0,0,0,1,3,54,0
0,0,0,1,3,55,0
0,0,0,1,3,56,0
0,0,0,1,3,57,0
0,0,0,1,3,58,0
0,0,0,1,3,59,0
0,0,0,1,3,60,0
0,0,0,1,3,61,0
0,0,0,1,3,62,0
0,0,0,1,3,63,0
0,0,0,1,3,64,0
0,0,0,1,3,65,0
0,0,0,1,3,66,0
0,0,0,1,3,67,0
0,0,0,1,3,68,0
0,0,0,1,3,69,0
0,0,0,1,3,70,0
0,0,0,1,3,71,0
0,0,0,1,3,72,0
0,0,0,1,3,73,0
0,0,0,1,3,74,0
0,0,0,1,3,75,0
0,0,0,1,3,76,0
0,0,0,1,3,77,0
0,0,0,1,3,78,0
0,0,0,1,3,79,0
0,0,0,1,3,80,0
0,0,0,1,3,81,0
0,0,0,1,3,82,0
0,0,0,1,3,83,0
0,0,0,1,3,84,0
0,0,0,1,3,85,0
0,0,0,1,3,86,0
0,0,0,1,3,87,0
0,0,0,1,3,88,0
0,0,0,1,3,89,0
0,0,0,1,3,90,0
0,0,0,1,3,91,0
0,0,0,1,3,92,0
0,0,0,1,3,93,0
0,0,0,1,3,94,0
0,0,0,1,3,95,0
0,0,0,1,3,96,0
0,0,0,1,3,97,0
0,0,0,1,3,98,0
0,0,0,1,3,99,0
0,0,0,1,4,0,0
0,0,0,1,4,1,0
0,0,0,1,4,2,0
0,0,0,1,4,3,0
0,0,0,1,4,4,0
0,0,0,1,4,5,0
0,0,0,1,4,6,0
0,0,0,1,4,7,0
0,0,0,1,4,8,0
0,0,0,1,4,9,0
0,0,0,1,4,10,0
0,0,0,1,4,11,0
0,0,0,1,4,12,0
0,0,0,1,4,13,0
0,0,0,1,4,14,0
0,0,0,1,4,15,0
0,0,0,1,4,16,0
0,0,0,1,4,17,0
0,0,0,1,4,18,0
0,0,0,1,4,19,0
0,0,0,1,4,20,0
0,0,0,1,4,21,0
0,0,0,1,4,22,0
0,0,0,1,4,23,0
0,0,0,1,4,24,0
0,0,0,1,4,25,0
0,0,0,1,4,26,0
0,0,0,1,4,27,0
0,0,0,1,4,28,0
0,0,0,1,4,29,0
0,0,0,1,4,30,0
0,0,0,1,4,31,0
0,0,0,1,4,32,0
0,0,0,1,4,33,0
0,0,0,1,4,34,0
0,0,0,1,4,35,0
0,0,0,1,4,36,0
0,0,0,1,4,37,0
0,0,0,1,4,38,0
0,0,0,1,4,39,0
0,0,0,1,4,40,0
0,0,0,1,4,41,0
0,0,0,1,4,42,0
0,0,0,1,4,43,0
0,0,0,1,4,44,0
0,0,0,1,4,45,0
0,0,0,1,4,46,0
0,0,0,1,4,47,0
0,0,0,1,4,48,0
0,0,0,1,4,49,0
0,0,0,1,4,50,0
0,0,0,1,4,51,0
0,0,0,1,4,52,0
0,0,0,1,4,53,0
0,0,0,1,4,54,0
0,0,0,1,4,55,0
0,0,0,1,4,56,0
0,0,0,1,4,57,0
0,0,0,1,4,58,0
0,0,0,1,4,59,0
0,0,0,1,4,60,0
0,0,0,1,4,61,0
0,0,0,1,4,62,0
0,0,0,1,4,63,0
0,0,0,1,4,64,0
0,0,0,1,4,65,0
0,0,0,1,4,66,0
0,0,0,1,4,67,0
0,0,0,1,4,68,0
0,0,0,1,4,69,0
0,0,0,1,4,70,0
0,0,0,1,4,71,0
0,0,0,1,4,72,0
0,0,0,1,4,73,0
0,0,0,1,4,74,0
0,0,0,1,4,75,0
0,0,0,1,4,76,0
0,0,0,1,4,77,0
0,0,0,1,4,78,0
0,0,0,1,4,79,0
0,0,0,1,4,80,0
0,0,0,1,4,81,0
0,0,0,1,4,82,0
0,0,0,1,4,83,0
0,0,0,1,4,84,0
0,0,0,1,4,85,0
0,0,0,1,4,86,0
0,0,0,1,4,87,0
0,0,0,1,4,88,0
0,0,0,1,4,89,0
0,0,0,1,4,90,0
0,0,0,1,4,91,0
0,0,0,1,4,92,0
0,0,0,1,4,93,0
0,0,0,1,4,94,0
0,0,0,1,4,95,0
0,0,0,1,4,96,0
0,0,0,1,4,97,0
0,0,0,1,4,98,0
0,0,0,1,4,99,0
0,0,0,2,0,0,21
0,0,0,2,0,1,17
0,0,0,2,0,2,18
0,0,0,2,0,3,24
0,0,0,2,0,4,18
0,0,0,2,0,5,20
0,0,0,2,0,6,21
0,0,0,2,0,7,23
0,0,0,2,0,8,20
0,0,0,2,0,9,17
0,0,0,2,0,10,23
0,0,0,2,0,11,20
0,0,0,2,0,12,26
0,0,0,2,0,13,23
0,0,0,2,0,14,21
0,0,0,2,0,15,26
0,0,0,2,0,16,25
0,0,0,2,0,17,29
0,0,0,2,0,18,27
0,0,0,2,0,19,27
0,0,0,2,0,20,24
0,0,0,2,0,21,26
0,0,0,2,0,22,30
0,0,0,2,0,23,30
0,0,0,2,0,24,31
0,0,0,2,0,25,30
0,0,0,2,0,26,30
0,0,0,2,0,27,32
0,0,0,2,0,28,32
0,0,0,2,0,29,32
0,0,0,2,0,30,31
0,0,0,2,0,31,32
0,0,0,2,0,32,32
0,0,0,2,0,33,29
0,0,0,2,0,34,31
0,0,0,2,0,35,31
0,0,0,2,0,36,31
0,0,0,2,0,37,32
0,0,0,2,0,38,31
0,0,0,2,0,39,32
0,0,0,2,0,40,32
0,0,0,2,0,41,32
0,0,0,2,0,42,32
0,0,0,2,0,43,32
0,0,0,2,0,44,32
0,0,0,2,0,45,32
0,0,0,2,0,46,32
0,0,0,2,0,47,32
0,0,0,2,0,48,32
0,0,0,2,0,49,32
0,0,0,2,0,50,32
0,0,0,2,0,51,32
0,0,0,2,0,52,32
0,0,0,2,0,53,32
0,0,0,2,0,54,32
0,0,0,2,0,55,32
0,0,0,2,0,56,32
0,0,0,2,0,57,32
0,0,0,2,0,58,32
0,0,0,2,0,59,32
0,0,0,2,0,60,32
0,0,0,2,0,61,32
0,0,0,2,0,62,32
0,0,0,2,0,63,32
0,0,0,2,0,64,32
0,0,0,2,0,65,32
0,0,0,2,0,66,32
0,0,0,2,0,67,32
0,0,0,2,0,68,32
0,0,0,2,0,69,32
0,0,0,2,0,70,32
0,0,0,2,0,71,32
0,0,0,2,0,72,32
0,0,0,2,0,73,32
0,0,0,2,0,74,32
0,0,0,2,0,75,32
0,0,0,2,0,76,32
0,0,0,2,0,77,32
0,0,0,2,0,78,32
0,0,0,2,0,79,32
0,0,0,2,0,80,32
0,0,0,2,0,81,32
0,0,0,2,0,82,32
0,0,0,2,0,83,32
0,0,0,2,0,84,32
0,0,0,2,0,85,32
0,0,0,2,0,86,32
0,0,0,2,0,87,32
0,0,0,2,0,88,32
0,0,0,2,0,89,32
0,0,0,2,0,90,32
0,0,0,2,0,91,32
0,0,0,2,0,92,32
0,0,0,2,0,93,32
0,0,0,2,0,94,32
0,0,0,2,0,95,32
0,0,0,2,0,96,32
0,0,0,2,0,97,32
0,0,0,2,0,98,32
0,0,0,2,0,99,32
0,0,0,2,1,0,0
0,0,0,2,1,1,0
0,0,0,2,1,2,0
0,0,0,2,1,3,0
0,0,0,2,1,4,0
0,0,0,2,1,5,0
0,0,0,2,1,6,0
0,0,0,2,1,7,0
0,0,0,2,1,8,0
0,0,0,2,1,9,0
0,0,0,2,1,10,0
0,0,0,2,1,11,0
0,0,0,2,1,12,0
0,0,0,2,1,13,0
0,0,0,2,1,14,0
0,0,0,2,1,15,0
0,0,0,2,1,16,0
0,0,0,2,1,17,0
0,0,0,2,1,18,0
0,0,0,2,1,19,0
0,0,0,2,1,20,0
0,0,0,2,1,21,0
0,0,0,2,1,22,0
0,0,0,2,1,23,0
0,0,0,2,1,24,0
0,0,0,2,1,25,0
0,0,0,2,1,26,0
0,0,0,2,1,27,0
0,0,0,2,1,28,0
0,0,0,2,1,29,0
0,0,0,2,1,30,0
0,0,0,2,1,31,0
0,0,0,2,1,32,0
0,0,0,2,1,33,0
0,0,0,2,1,34,0
0,0,0,2,1,35,0
0,0,0,2,1,36,0
0,0,0,2,1,37,0
0,0,0,2,1,38,0
0,0,0,2,1,39,0
0,0,0,2,1,40,0
0,0,0,2,1,41,0
0,0,0,2,1,42,0
0,0,0,2,1,43,0
0,0,0,2,1,44,0
0,0,0,2,1,45,0
0,0,0,2,1,46,0
0,0,0,2,1,47,0
0,0,0,2,1,48,0
0,0,0,2,1,49,0
0,0,0,2,1,50,0
0,0,0,2,1,51,0
0,0,0,2,1,52,0
0,0,0,2,1,53,0
0,0,0,2,1,54,0
0,0,0,2,1,55,0
0,0,0,2,1,56,0
0,0,0,2,1,57,0
0,0,0,2,1,58,0
0,0,0,2,1,59,0
0,0,0,2,1,60,0
0,0,0,2,1,61,0
0,0,0,2,1,62,0
0,0,0,2,1,63,0
0,0,0,2,1,64,0
0,0,0,2,1,65,0
0,0,0,2,1,66,0
0,0,0,2,1,67,0
0,0,0,2,1,68,0
0,0,0,2,1,69,0
0,0,0,2,1,70,0
0,0,0,2,1,71,0
0,0,0,2,1,72,0
0,0,0,2,1,73,0
0,0,0,2,1,74,0
0,0,0,2,1,75,0
0,0,0,2,1,76,0
0,0,0,2,1,77,0
0,0,0,2,1,78,0
0,0,0,2,1,79,0
0,0,0,2,1,80,0
0,0,0,2,1,81,0
0,0,0,2,1,82,0
0,0,0,2,1,83,0
0,0,0,2,1,84,0
0,0,0,2,1,85,0
0,0,0,2,1,86,0
0,0,0,2,1,87,0
0,0,0,2,1,88,0
0,0,0,2,1,89,0
0,0,0,2,1,90,0
0,0,0,2,1,91,0
0,0,0,2,1,92,0
0,0,0,2,1,93,0
0,0,0,2,1,94,0
0,0,0,2,1,95,0
0,0,0,2,1,96,0
0,0,0,2,1,97,0
0,0,0,2,1,98,0
0,0,0,2,1,99,0
0,0,0,2,2,0,0
0,0,0,2,2,1,0
0,0,0,2,2,2,0
0,0,0,2,2,3,0
0,0,0,2,2,4,0
0,0,0,2,2,5,0
0,0,0,2,2,6,0
0,0,0,2,2,7,0
0,0,0,2,2,8,0
0,0,0,2,2,9,0
0,0,0,2,2,10,0
0,0,0,2,2,11,0
0,0,0,2,2,12,0
0,0,0,2,2,13,0
0,0,0,2,2,14,0
0,0,0,2,2,15,0
0,0,0,2,2,16,0
0,0,0,2,2,17,0
0,0,0,2,2,18,0
0,0,0,2,2,19,0
0,0,0,2,2,20,0
0,0,0,2,2,21,0
0,0,0,2,2,22,0
0,0,0,2,2,23,0
0,0,0,2,2,24,0
0,0,0,2,2,25,0
0,0,0,2,2,26,0
0,0,0,2,2,27,0
0,0,0,2,2,28,0
0,0,0,2,2,29,0
0,0,0,2,2,30,0
0,0,0,2,2,31,0
0,0,0,2,2,32,0
0,0,0,2,2,33,0
0,0,0,2,2,34,0
0,0,0,2,2,35,0
0,0,0,2,2,36,0
0,0,0,2,2,37,0
0,0,0,2,2,38,0
0,0,0,2,2,39,0
0,0,0,2,2,40,0
0,0,0,2,2,41,0
0,0,0,2,2,42,0
0,0,0,2,2,43,0
0,0,0,2,2,44,0
0,0,0,2,2,45,0
0,0,0,2,2,46,0
0,0,0,2,2,47,0
0,0,0,2,2,48,0
0,0,0,2,2,49,0
0,0,0,2,2,50,0
0,0,0,2,2,51,0
0,0,0,2,2,52,0
0,0,0,2,2,53,0
0,0,0,2,2,54,0
0,0,0,2,2,55,0
0,0,0,2,2,56,0
0,0,0,2,2,57,0
0,0,0,2,2,58,0
0,0,0,2,2,59,0
0,0,0,2,2,60,0
0,0,0,2,2,61,0
0,0,0,2,2,62,0
0,0,0,2,2,63,0
0,0,0,2,2,64,0
0,0,0,2,2,65,0
0,0,0,2,2,66,0
0,0,0,2,2,67,0
0,0,0,2,2,68,0
0,0,0,2,2,69,0
0,0,0,2,2,70,0
0,0,0,2,2,71,0
0,0,0,2,2,72,0
0,0,0,2,2,73,0
0,0,0,2,2,74,0
0,0,0,2,2,75,0
0,0,0,2,2,76,0
0,0,0,2,2,77,0
0,0,0,2,2,78,0
0,0,0,2,2,79,0
0,0,0,2,2,80,0
0,0,0,2,2,81,0
0,0,0,2,2,82,0
0,0,0,2,2,83,0
0,0,0,2,2,84,0
0,0,0,2,2,85,0
0,0,0,2,2,86,0
0,0,0,2,2,87,0
0,0,0,2,2,88,0
0,0,0,2,2,89,0
0,0,0,2,2,90,0
0,0,0,2,2,91,0
0,0,0,2,2,92,0
0,0,0,2,2,93,0
0,0,0,2,2,94,0
0,0,0,2,2,95,0
0,0,0,2,2,96,0
0,0,0,2,2,97,0
0,0,0,2,2,98,0
0,0,0,2,2,99,0
0,0,0,2,3,0,0
0,0,0,2,3,1,0
0,0,0,2,3,2,0
0,0,0,2,3,3,0
0,0,0,2,3,4,0
0,0,0,2,3,5,0
0,0,0,2,3,6,0
0,0,0,2,3,7,0
0,0,0,2,3,8,0
0,0,0,2,3,9,0
0,0,0,2,3,10,0
0,0,0,2,3,11,0
0,0,0,2,3,12,0
0,0,0,2,3,13,0
0,0,0,2,3,14,0
0,0,0,2,3,15,0
0,0,0,2,3,16,0
0,0,0,2,3,17,0
0,0,0,2,3,18,0
0,0,0,2,3,19,0
0,0,0,2,3,20,0
0,0,0,2,3,21,0
0,0,0,2,3,22,0
0,0,0,2,3,23,0
0,0,0,2,3,24,0
0,0,0,2,3,25,0
0,0,0,2,3,26,0
0,0,0,2,3,27,0
0,0,0,2,3,28,0
0,0,0,2,3,29,0
0,0,0,2,3,30,0
0,0,0,2,3,31,0
0,0,0,2,3,32,0
0,0,0,2,3,33,0
0,0,0,2,3,34,0
0,0,0,2,3,35,0
0,0,0,2,3,36,0
0,0,0,2,3,37,0
0,0,0,2,3,38,0
0,0,0,2,3,39,0
0,0,0,2,3,40,0
0,0,0,2,3,41,0
0,0,0,2,3,42,0
0,0,0,2,3,43,0
0,0,0,2,3,44,0
0,0,0,2,3,45,0
0,0,0,2,3,46,0
0,0,0,2,3,47,0
0,0,0,2,3,48,0
0,0,0,2,3,49,0
0,0,0,2,3,50,0
0,0,0,2,3,51,0
0,0,0,2,3,52,0
0,0,0,2,3,53,0
0,0,0,2,3,54,0
0,0,0,2,3,55,0
0,0,0,2,3,56,0
0,0,0,2,3,57,0
0,0,0,2,3,58,0
0,0,0,2,3,59,0
0,0,0,2,3,60,0
0,0,0,2,3,61,0
0,0,0,2,3,62,0
0,0,0,2,3,63,0
0,0,0,2,3,64,0
0,0,0,2,3,65,0
0,0,0,2,3,66,0
0,0,0,2,3,67,0
0,0,0,2,3,68,0
0,0,0,2,3,69,0
0,0,0,2,3,70,0
0,0,0,2,3,71,0
0,0,0,2,3,72,0
0,0,0,2,3,73,0
0,0,0,2,3,74,0
0,0,0,2,3,75,0
0,0,0,2,3,76,0
0,0,0,2,3,77,0
0,0,0,2,3,78,0
0,0,0,2,3,79,0
0,0,0,2,3,80,0
0,0,0,2,3,81,0
0,0,0,2,3,82,0
0,0,0,2,3,83,0
0,0,0,2,3,84,0
0,0,0,2,3,85,0
0,0,0,2,3,86,0
0,0,0,2,3,87,0
0,0,0,2,3,88,0
0,0,0,2,3,89,0
0,0,0,2,3,90,0
0,0,0,2,3,91,0
0,0,0,2,3,92,0
0,0,0,2,3,93,0
0,0,0,2,3,94,0
0,0,0,2,3,95,0
0,0,0,2,3,96,0
0,0,0,2,3,97,0
0,0,0,2,3,98,0
0,0,0,2,3,99,0
0,0,0,2,4,0,0
0,0,0,2,4,1,0
0,0,0,2,4,2,0
0,0,0,2,4,3,0
0,0,0,2,4,4,0
0,0,0,2,4,5,0
0,0,0,2,4,6,0
0,0,0,2,4,7,0
0,0,0,2,4,8,0
0,0,0,2,4,9,0
0,0,0,2,4,10,0
0,0,0,2,4,11,0
0,0,0,2,4,12,0
0,0,0,2,4,13,0
0,0,0,2,4,14,0
0,0,0,2,4,15,0
0,0,0,2,4,16,0
0,0,0,2,4,17,0
0,0,0,2,4,18,0
0,0,0,2,4,19,0
0,0,0,2,4,20,0
0,0,0,2,4,21,0
0,0,0,2,4,22,0
0,0,0,2,4,23,0
0,0,0,2,4,24,0
0,0,0,2,4,25,0
0,0,0,2,4,26,0
0,0,0,2,4,27,0
0,0,0,2,4,28,0
0,0,0,2,4,29,0
0,0,0,2,4,30,0
0,0,0,2,4,31,0
0,0,0,2,4,32,0
0,0,0,2,4,33,0
0,0,0,2,4,34,0
0,0,0,2,4,35,0
0,0,0,2,4,36,0
0,0,0,2,4,37,0
0,0,0,2,4,38,0
0,0,0,2,4,39,0
0,0,0,2,4,40,0
0,0,0,2,4,41,0
0,0,0,2,4,42,0
0,0,0,2,4,43,0
0,0,0,2,4,44,0
0,0,0,2,4,45,0
0,0,0,2,4,46,0
0,0,0,2,4,47,0
0,0,0,2,4,48,0
0,0,0,2,4,49,0
0,0,0,2,4,50,0
0,0,0,2,4,51,0
0,0,0,2,4,52,0
0,0,0,2,4,53,0
0,0,0,2,4,54,0
0,0,0,2,4,55,0
0,0,0,2,4,56,0
0,0,0,2,4,57,0
0,0,0,2,4,58,0
0,0,0,2,4,59,0
0,0,0,2,4,60,0
0,0,0,2,4,61,0
0,0,0,2,4,62,0
0,0,0,2,4,63,0
0,0,0,2,4,64,0
0,0,0,2,4,65,0
0,0,0,2,4,66,0
0,0,0,2,4,67,0
0,0,0,2,4,68,0
0,0,0,2,4,69,0
0,0,0,2,4,70,0
0,0,0,2,4,71,0
0,0,0,2,4,72,0
0,0,0,2,4,73,0
0,0,0,2,4,74,0
0,0,0,2,4,75,0
0,0,0,2,4,76,0
0,0,0,2,4,77,0
0,0,0,2,4,78,0
0,0,0,2,4,79,0
0,0,0,2,4,80,0
0,0,0,2,4,81,0
0,0,0,2,4,82,0
0,0,0,2,4,83,0
0,0,0,2,4,84,0
0,0,0,2,4,85,0
0,0,0,2,4,86,0
0,0,0,2,4,87,0
0,0,0,2,4,88,0
0,0,0,2,4,89,0
0,0,0,2,4,90,0
0,0,0,2,4,91,0
0,0,0,2,4,92,0
0,0,0,2,4,93,0
0,0,0,2,4,94,0
0,0,0,2,4,95,0
