black,white,srand_num,black_score,white_score
corner_mi3+,corner_mi3+,81,27,37
corner_mi3+,corner_mi3+,82,26,38
corner_mi3+,corner_mi3+,83,26,38
corner_mi3+,corner_mi3+,84,48,16
corner_mi3+,corner_mi3+,85,21,43
corner_mi3+,corner_mi3+,86,38,26
corner_mi3+,corner_mi3+,87,30,34
corner_mi3+,corner_mi3+,88,41,23
corner_mi3+,corner_mi3+,89,15,49
corner_mi3+,corner_mi3+,90,47,17
corner_mi3+,corner_mi3+,91,39,25
corner_mi3+,corner_mi3+,92,44,20
corner_mi3+,corner_mi3+,93,34,30
corner_mi3+,corner_mi3+,94,18,46
corner_mi3+,corner_mi3+,95,31,33
corner_mi3+,corner_mi3+,96,32,32
corner_mi3+,corner_mi3+,97,33,31
corner_mi3+,corner_mi3+,98,47,17
corner_mi3+,corner_mi3+,99,36,28
corner_mi3+,corner_mi3+,100,23,41
corner_mi3+,corner_mi3+,616,21,43
corner_mi3+,corner_mi3+,617,45,19
corner_mi3+,corner_mi3+,618,31,33
corner_mi3+,corner_mi3+,619,47,17
corner_mi3+,corner_mi3+,620,40,24
corner_mi3+,corner_mi3+,621,24,40
corner_mi3+,corner_mi3+,622,5,59
corner_mi3+,corner_mi3+,623,55,9
corner_mi3+,corner_mi3+,624,35,29
corner_mi3+,corner_mi3+,625,40,24
corner_mi3+,corner_mi3+,626,19,44
corner_mi3+,corner_mi3+,627,39,25
corner_mi3+,corner_mi3+,628,19,45
corner_mi3+,corner_mi3+,629,31,32
corner_mi3+,corner_mi3+,630,40,24
corner_mi3+,corner_mi3+,631,37,27
corner_mi3+,corner_mi3+,632,42,22
corner_mi3+,corner_mi3+,633,19,45
corner_mi3+,corner_mi3+,634,42,21
corner_mi3+,corner_mi3+,635,32,32
corner_mi3+,corner_mi3+_in,81,38,26
corner_mi3+,corner_mi3+_in,82,22,42
corner_mi3+,corner_mi3+_in,83,36,28
corner_mi3+,corner_mi3+_in,84,20,44
corner_mi3+,corner_mi3+_in,85,36,28
corner_mi3+,corner_mi3+_in,86,11,52
corner_mi3+,corner_mi3+_in,87,35,29
corner_mi3+,corner_mi3+_in,88,58,6
corner_mi3+,corner_mi3+_in,89,50,14
corner_mi3+,corner_mi3+_in,90,22,42
corner_mi3+,corner_mi3+_in,91,36,28
corner_mi3+,corner_mi3+_in,92,25,39
corner_mi3+,corner_mi3+_in,93,14,50
corner_mi3+,corner_mi3+_in,94,53,11
corner_mi3+,corner_mi3+_in,95,37,27
corner_mi3+,corner_mi3+_in,96,21,43
corner_mi3+,corner_mi3+_in,97,36,28
corner_mi3+,corner_mi3+_in,98,29,34
corner_mi3+,corner_mi3+_in,99,49,15
corner_mi3+,corner_mi3+_in,100,14,50
corner_mi3+,corner_mi3+_in,616,21,43
corner_mi3+,corner_mi3+_in,617,18,46
corner_mi3+,corner_mi3+_in,618,39,25
corner_mi3+,corner_mi3+_in,619,43,20
corner_mi3+,corner_mi3+_in,620,36,28
corner_mi3+,corner_mi3+_in,621,24,40
corner_mi3+,corner_mi3+_in,622,50,14
corner_mi3+,corner_mi3+_in,623,15,49
corner_mi3+,corner_mi3+_in,624,43,21
corner_mi3+,corner_mi3+_in,625,47,17
corner_mi3+,corner_mi3+_in,626,53,11
corner_mi3+,corner_mi3+_in,627,39,25
corner_mi3+,corner_mi3+_in,628,45,19
corner_mi3+,corner_mi3+_in,629,32,32
corner_mi3+,corner_mi3+_in,630,40,24
corner_mi3+,corner_mi3+_in,631,27,37
corner_mi3+,corner_mi3+_in,632,22,42
corner_mi3+,corner_mi3+_in,633,48,16
corner_mi3+,corner_mi3+_in,634,37,27
corner_mi3+,corner_mi3+_in,635,32,32
corner_mi3+,corner_mi3+_out,81,15,49
corner_mi3+,corner_mi3+_out,82,14,50
corner_mi3+,corner_mi3+_out,83,38,26
corner_mi3+,corner_mi3+_out,84,48,16
corner_mi3+,corner_mi3+_out,85,46,18
corner_mi3+,corner_mi3+_out,86,25,38
corner_mi3+,corner_mi3+_out,87,14,49
corner_mi3+,corner_mi3+_out,88,23,41
corner_mi3+,corner_mi3+_out,89,25,39
corner_mi3+,corner_mi3+_out,90,28,36
corner_mi3+,corner_mi3+_out,91,44,20
corner_mi3+,corner_mi3+_out,92,21,43
corner_mi3+,corner_mi3+_out,93,45,19
corner_mi3+,corner_mi3+_out,94,23,41
corner_mi3+,corner_mi3+_out,95,53,11
corner_mi3+,corner_mi3+_out,96,25,39
corner_mi3+,corner_mi3+_out,97,33,31
corner_mi3+,corner_mi3+_out,98,34,30
corner_mi3+,corner_mi3+_out,99,37,27
corner_mi3+,corner_mi3+_out,100,17,47
corner_mi3+,corner_mi3+_out,616,21,43
corner_mi3+,corner_mi3+_out,617,23,41
corner_mi3+,corner_mi3+_out,618,24,40
corner_mi3+,corner_mi3+_out,619,17,47
corner_mi3+,corner_mi3+_out,620,22,42
corner_mi3+,corner_mi3+_out,621,49,15
corner_mi3+,corner_mi3+_out,622,23,41
corner_mi3+,corner_mi3+_out,623,17,47
corner_mi3+,corner_mi3+_out,624,37,27
corner_mi3+,corner_mi3+_out,625,22,42
corner_mi3+,corner_mi3+_out,626,44,19
corner_mi3+,corner_mi3+_out,627,34,30
corner_mi3+,corner_mi3+_out,628,19,45
corner_mi3+,corner_mi3+_out,629,24,40
corner_mi3+,corner_mi3+_out,630,25,39
corner_mi3+,corner_mi3+_out,631,24,40
corner_mi3+,corner_mi3+_out,632,35,29
corner_mi3+,corner_mi3+_out,633,27,37
corner_mi3+,corner_mi3+_out,634,30,34
corner_mi3+,corner_mi3+_out,635,31,33
corner_mi3+,corner_mi3+x8,81,24,40
corner_mi3+,corner_mi3+x8,82,14,50
corner_mi3+,corner_mi3+x8,83,14,50
corner_mi3+,corner_mi3+x8,84,51,13
corner_mi3+,corner_mi3+x8,85,29,35
corner_mi3+,corner_mi3+x8,86,26,38
corner_mi3+,corner_mi3+x8,87,18,46
corner_mi3+,corner_mi3+x8,88,37,27
corner_mi3+,corner_mi3+x8,89,29,35
corner_mi3+,corner_mi3+x8,90,17,47
corner_mi3+,corner_mi3+x8,91,26,38
corner_mi3+,corner_mi3+x8,92,35,28
corner_mi3+,corner_mi3+x8,93,10,54
corner_mi3+,corner_mi3+x8,94,47,17
corner_mi3+,corner_mi3+x8,95,51,13
corner_mi3+,corner_mi3+x8,96,24,40
corner_mi3+,corner_mi3+x8,97,33,31
corner_mi3+,corner_mi3+x8,98,32,32
corner_mi3+,corner_mi3+x8,99,17,47
corner_mi3+,corner_mi3+x8,100,57,7
corner_mi3+,corner_mi3+x8,616,30,34
corner_mi3+,corner_mi3+x8,617,47,16
corner_mi3+,corner_mi3+x8,618,22,42
corner_mi3+,corner_mi3+x8,619,13,51
corner_mi3+,corner_mi3+x8,620,36,28
corner_mi3+,corner_mi3+x8,621,23,40
corner_mi3+,corner_mi3+x8,622,48,16
corner_mi3+,corner_mi3+x8,623,21,43
corner_mi3+,corner_mi3+x8,624,44,20
corner_mi3+,corner_mi3+x8,625,41,23
corner_mi3+,corner_mi3+x8,626,46,18
corner_mi3+,corner_mi3+x8,627,35,29
corner_mi3+,corner_mi3+x8,628,22,42
corner_mi3+,corner_mi3+x8,629,29,35
corner_mi3+,corner_mi3+x8,630,35,28
corner_mi3+,corner_mi3+x8,631,28,36
corner_mi3+,corner_mi3+x8,632,50,14
corner_mi3+,corner_mi3+x8,633,44,20
corner_mi3+,corner_mi3+x8,634,30,34
corner_mi3+,corner_mi3+x8,635,40,24
corner_mi3+,corner_mi3+x10,81,40,23
corner_mi3+,corner_mi3+x10,82,22,42
corner_mi3+,corner_mi3+x10,83,25,39
corner_mi3+,corner_mi3+x10,84,37,27
corner_mi3+,corner_mi3+x10,85,50,14
corner_mi3+,corner_mi3+x10,86,39,24
corner_mi3+,corner_mi3+x10,87,34,30
corner_mi3+,corner_mi3+x10,88,23,41
corner_mi3+,corner_mi3+x10,89,41,23
corner_mi3+,corner_mi3+x10,90,8,56
corner_mi3+,corner_mi3+x10,91,31,31
corner_mi3+,corner_mi3+x10,92,24,40
corner_mi3+,corner_mi3+x10,93,39,25
corner_mi3+,corner_mi3+x10,94,18,46
corner_mi3+,corner_mi3+x10,95,29,35
corner_mi3+,corner_mi3+x10,96,31,33
corner_mi3+,corner_mi3+x10,97,41,23
corner_mi3+,corner_mi3+x10,98,17,47
corner_mi3+,corner_mi3+x10,99,12,52
corner_mi3+,corner_mi3+x10,100,20,44
corner_mi3+,corner_mi3+x10,616,29,35
corner_mi3+,corner_mi3+x10,617,16,48
corner_mi3+,corner_mi3+x10,618,40,24
corner_mi3+,corner_mi3+x10,619,50,14
corner_mi3+,corner_mi3+x10,620,15,49
corner_mi3+,corner_mi3+x10,621,32,32
corner_mi3+,corner_mi3+x10,622,27,37
corner_mi3+,corner_mi3+x10,623,36,28
corner_mi3+,corner_mi3+x10,624,29,35
corner_mi3+,corner_mi3+x10,625,30,34
corner_mi3+,corner_mi3+x10,626,20,44
corner_mi3+,corner_mi3+x10,627,28,36
corner_mi3+,corner_mi3+x10,628,22,42
corner_mi3+,corner_mi3+x10,629,12,52
corner_mi3+,corner_mi3+x10,630,35,28
corner_mi3+,corner_mi3+x10,631,43,21
corner_mi3+,corner_mi3+x10,632,40,24
corner_mi3+,corner_mi3+x10,633,27,37
corner_mi3+,corner_mi3+x10,634,55,9
corner_mi3+,corner_mi3+x10,635,33,31
corner_mi3+,corner_mi3+wi,81,21,43
corner_mi3+,corner_mi3+wi,82,26,38
corner_mi3+,corner_mi3+wi,83,34,30
corner_mi3+,corner_mi3+wi,84,6,57
corner_mi3+,corner_mi3+wi,85,10,54
corner_mi3+,corner_mi3+wi,86,32,32
corner_mi3+,corner_mi3+wi,87,38,26
corner_mi3+,corner_mi3+wi,88,33,31
corner_mi3+,corner_mi3+wi,89,45,19
corner_mi3+,corner_mi3+wi,90,36,28
corner_mi3+,corner_mi3+wi,91,25,39
corner_mi3+,corner_mi3+wi,92,39,25
corner_mi3+,corner_mi3+wi,93,48,16
corner_mi3+,corner_mi3+wi,94,20,44
corner_mi3+,corner_mi3+wi,95,42,22
corner_mi3+,corner_mi3+wi,96,32,32
corner_mi3+,corner_mi3+wi,97,46,18
corner_mi3+,corner_mi3+wi,98,38,26
corner_mi3+,corner_mi3+wi,99,42,22
corner_mi3+,corner_mi3+wi,100,13,51
corner_mi3+,corner_mi3+wi,616,21,43
corner_mi3+,corner_mi3+wi,617,30,34
corner_mi3+,corner_mi3+wi,618,20,44
corner_mi3+,corner_mi3+wi,619,23,41
corner_mi3+,corner_mi3+wi,620,40,24
corner_mi3+,corner_mi3+wi,621,46,18
corner_mi3+,corner_mi3+wi,622,24,40
corner_mi3+,corner_mi3+wi,623,24,40
corner_mi3+,corner_mi3+wi,624,12,52
corner_mi3+,corner_mi3+wi,625,36,28
corner_mi3+,corner_mi3+wi,626,28,36
corner_mi3+,corner_mi3+wi,627,50,14
corner_mi3+,corner_mi3+wi,628,53,11
corner_mi3+,corner_mi3+wi,629,32,32
corner_mi3+,corner_mi3+wi,630,35,29
corner_mi3+,corner_mi3+wi,631,22,42
corner_mi3+,corner_mi3+wi,632,37,27
corner_mi3+,corner_mi3+wi,633,46,18
