black,white,srand_num,black_score,white_score
corner_mi3,corner_mi3,81,31,33
corner_mi3,corner_mi3,82,5,59
corner_mi3,corner_mi3,83,25,39
corner_mi3,corner_mi3,84,32,32
corner_mi3,corner_mi3,85,25,39
corner_mi3,corner_mi3,86,53,11
corner_mi3,corner_mi3,87,17,47
corner_mi3,corner_mi3,88,15,49
corner_mi3,corner_mi3,89,17,47
corner_mi3,corner_mi3,90,57,6
corner_mi3,corner_mi3,91,39,25
corner_mi3,corner_mi3,92,35,29
corner_mi3,corner_mi3,93,47,17
corner_mi3,corner_mi3,94,23,41
corner_mi3,corner_mi3,95,45,19
corner_mi3,corner_mi3,96,36,28
corner_mi3,corner_mi3,97,46,18
corner_mi3,corner_mi3,98,41,23
corner_mi3,corner_mi3,99,30,34
corner_mi3,corner_mi3,100,29,35
corner_mi3,corner_mi3,616,21,43
corner_mi3,corner_mi3,617,39,25
corner_mi3,corner_mi3,618,31,33
corner_mi3,corner_mi3,619,38,26
corner_mi3,corner_mi3,620,36,28
corner_mi3,corner_mi3,621,44,20
corner_mi3,corner_mi3,622,40,24
corner_mi3,corner_mi3,623,31,33
corner_mi3,corner_mi3,624,37,27
corner_mi3,corner_mi3,625,18,46
corner_mi3,corner_mi3,626,24,40
corner_mi3,corner_mi3,627,36,28
corner_mi3,corner_mi3,628,37,26
corner_mi3,corner_mi3,629,47,17
corner_mi3,corner_mi3,630,30,34
corner_mi3,corner_mi3,631,15,49
corner_mi3,corner_mi3,632,32,32
corner_mi3,corner_mi3,633,28,36
corner_mi3,corner_mi3,634,28,36
corner_mi3,corner_mi3,635,32,32
corner_mi3,corner_mi2+,81,36,28
corner_mi3,corner_mi2+,82,19,45
corner_mi3,corner_mi2+,83,21,43
corner_mi3,corner_mi2+,84,37,27
corner_mi3,corner_mi2+,85,45,19
corner_mi3,corner_mi2+,86,23,41
corner_mi3,corner_mi2+,87,28,35
corner_mi3,corner_mi2+,88,26,38
corner_mi3,corner_mi2+,89,31,33
corner_mi3,corner_mi2+,90,53,10
corner_mi3,corner_mi2+,91,13,51
corner_mi3,corner_mi2+,92,28,36
corner_mi3,corner_mi2+,93,33,31
corner_mi3,corner_mi2+,94,33,31
corner_mi3,corner_mi2+,95,36,28
corner_mi3,corner_mi2+,96,37,27
corner_mi3,corner_mi2+,97,15,49
