black,white,srand_num,black_score,white_score
corner_mi,corner_mi,81,47,17
corner_mi,corner_mi,82,24,40
corner_mi,corner_mi,83,30,34
corner_mi,corner_mi,84,39,25
corner_mi,corner_mi,85,15,49
corner_mi,corner_mi,86,24,40
corner_mi,corner_mi,87,46,18
corner_mi,corner_mi,88,41,23
corner_mi,corner_mi,89,38,26
corner_mi,corner_mi,90,24,40
corner_mi,corner_mi,91,15,49
corner_mi,corner_mi,92,30,34
corner_mi,corner_mi,93,14,50
corner_mi,corner_mi,94,30,34
corner_mi,corner_mi,95,38,25
corner_mi,corner_mi,96,30,34
corner_mi,corner_mi,97,22,42
corner_mi,corner_mi,98,21,43
corner_mi,corner_mi,99,38,25
corner_mi,corner_mi,100,33,31
corner_mi,corner_mi,616,45,19
corner_mi,corner_mi,617,15,49
corner_mi,corner_mi,618,32,32
corner_mi,corner_mi,619,49,15
corner_mi,corner_mi,620,29,35
corner_mi,corner_mi,621,40,24
corner_mi,corner_mi,622,34,29
corner_mi,corner_mi,623,28,36
corner_mi,corner_mi,624,36,28
corner_mi,corner_mi,625,30,34
corner_mi,corner_mi,626,16,48
corner_mi,corner_mi,627,27,37
corner_mi,corner_mi,628,21,43
corner_mi,corner_mi,629,37,27
corner_mi,corner_mi,630,26,38
corner_mi,corner_mi,631,30,34
corner_mi,corner_mi,632,27,37
corner_mi,corner_mi,633,32,31
corner_mi,corner_mi,634,48,16
corner_mi,corner_mi,635,24,40
corner_mi,corner_mi2,81,27,37
corner_mi,corner_mi2,82,30,34
corner_mi,corner_mi2,83,46,18
corner_mi,corner_mi2,84,45,19
corner_mi,corner_mi2,85,21,43
corner_mi,corner_mi2,86,50,14
corner_mi,corner_mi2,87,37,27
corner_mi,corner_mi2,88,36,28
corner_mi,corner_mi2,89,17,47
corner_mi,corner_mi2,90,50,14
corner_mi,corner_mi2,91,19,45
corner_mi,corner_mi2,92,48,16
corner_mi,corner_mi2,93,31,32
corner_mi,corner_mi2,94,12,52
corner_mi,corner_mi2,95,45,19
corner_mi,corner_mi2,96,17,47
corner_mi,corner_mi2,97,22,42
corner_mi,corner_mi2,98,29,35
corner_mi,corner_mi2,99,37,27
corner_mi,corner_mi2,100,14,50
corner_mi,corner_mi2,616,20,44
corner_mi,corner_mi2,617,39,25
corner_mi,corner_mi2,618,26,38
corner_mi,corner_mi2,619,34,30
corner_mi,corner_mi2,620,31,33
corner_mi,corner_mi2,621,30,34
corner_mi,corner_mi2,622,34,30
corner_mi,corner_mi2,623,42,22
corner_mi,corner_mi2,624,20,44
corner_mi,corner_mi2,625,26,38
corner_mi,corner_mi2,626,45,19
corner_mi,corner_mi2,627,12,52
corner_mi,corner_mi2,628,36,28
corner_mi,corner_mi2,629,35,29
corner_mi,corner_mi2,630,25,39
corner_mi,corner_mi2,631,39,25
corner_mi,corner_mi2,632,28,36
corner_mi,corner_mi2,633,38,26
corner_mi,corner_mi2,634,16,48
corner_mi,corner_mi2,635,30,34
corner_mi,corner_mi3,81,36,28
corner_mi,corner_mi3,82,36,28
corner_mi,corner_mi3,83,21,43
corner_mi,corner_mi3,84,39,25
corner_mi,corner_mi3,85,21,43
corner_mi,corner_mi3,86,49,15
corner_mi,corner_mi3,87,44,19
corner_mi,corner_mi3,88,15,49
corner_mi,corner_mi3,89,23,41
corner_mi,corner_mi3,90,31,33
corner_mi,corner_mi3,91,20,43
corner_mi,corner_mi3,92,30,34
corner_mi,corner_mi3,93,21,43
corner_mi,corner_mi3,94,46,17
corner_mi,corner_mi3,95,29,0
corner_mi,corner_mi3,96,20,44
corner_mi,corner_mi3,97,33,31
corner_mi,corner_mi3,98,54,10
corner_mi,corner_mi3,99,23,0
corner_mi,corner_mi3,100,44,20
corner_mi,corner_mi3,616,36,28
corner_mi,corner_mi3,617,22,42
corner_mi,corner_mi3,618,29,35
corner_mi,corner_mi3,619,20,44
corner_mi,corner_mi3,620,38,26
corner_mi,corner_mi3,621,54,10
corner_mi,corner_mi3,622,27,37
corner_mi,corner_mi3,623,9,55
corner_mi,corner_mi3,624,33,31
corner_mi,corner_mi3,625,22,42
corner_mi,corner_mi3,626,44,20
corner_mi,corner_mi3,627,20,44
corner_mi,corner_mi3,628,31,33
corner_mi,corner_mi3,629,37,27
corner_mi,corner_mi3,630,25,39
corner_mi,corner_mi3,631,27,37
corner_mi,corner_mi3,632,30,34
corner_mi,corner_mi3,633,35,29
corner_mi,corner_mi3,634,31,33
corner_mi,corner_mi3,635,18,46
corner_mi,corner_mi+,81,39,25
corner_mi,corner_mi+,82,29,35
corner_mi,corner_mi+,83,43,21
corner_mi,corner_mi+,84,34,30
corner_mi,corner_mi+,85,43,21
corner_mi,corner_mi+,86,41,23
corner_mi,corner_mi+,87,39,25
corner_mi,corner_mi+,88,37,27
corner_mi,corner_mi+,89,44,20
corner_mi,corner_mi+,90,33,31
corner_mi,corner_mi+,91,44,20
corner_mi,corner_mi+,92,31,33
corner_mi,corner_mi+,93,30,34
corner_mi,corner_mi+,94,36,28
corner_mi,corner_mi+,95,49,15
corner_mi,corner_mi+,96,31,33
corner_mi,corner_mi+,97,30,34
corner_mi,corner_mi+,98,38,26
corner_mi,corner_mi+,99,18,46
corner_mi,corner_mi+,100,18,46
corner_mi,corner_mi+,616,45,19
corner_mi,corner_mi+,617,43,21
corner_mi,corner_mi+,618,35,29
corner_mi,corner_mi+,619,29,35
corner_mi,corner_mi+,620,37,27
corner_mi,corner_mi+,621,39,25
corner_mi,corner_mi+,622,44,20
corner_mi,corner_mi+,623,42,22
corner_mi,corner_mi+,624,31,33
corner_mi,corner_mi+,625,32,32
corner_mi,corner_mi+,626,35,29
corner_mi,corner_mi+,627,25,39
corner_mi,corner_mi+,628,22,42
corner_mi,corner_mi+,629,37,27
corner_mi,corner_mi+,630,33,31
corner_mi,corner_mi+,631,33,31
corner_mi,corner_mi+,632,35,29
corner_mi,corner_mi+,633,30,34
corner_mi,corner_mi+,634,41,23
corner_mi,corner_mi+,635,44,20
corner_mi,corner_mi++,81,46,18
corner_mi,corner_mi++,82,28,36
corner_mi,corner_mi++,83,41,23
corner_mi,corner_mi++,84,19,45
corner_mi,corner_mi++,85,39,25
corner_mi,corner_mi++,86,32,32
corner_mi,corner_mi++,87,31,33
corner_mi,corner_mi++,88,27,37
corner_mi,corner_mi++,89,24,40
corner_mi,corner_mi++,90,33,31
corner_mi,corner_mi++,91,28,36
corner_mi,corner_mi++,92,33,31
corner_mi,corner_mi++,93,18,46
corner_mi,corner_mi++,94,11,53
corner_mi,corner_mi++,95,27,37
corner_mi,corner_mi++,96,36,28
corner_mi,corner_mi++,97,29,35
corner_mi,corner_mi++,98,44,20
corner_mi,corner_mi++,99,36,28
corner_mi,corner_mi++,100,35,29
corner_mi,corner_mi++,616,41,23
corner_mi,corner_mi++,617,15,49
corner_mi,corner_mi++,618,25,39
corner_mi,corner_mi++,619,37,27
corner_mi,corner_mi++,620,38,26
corner_mi,corner_mi++,621,48,16
corner_mi,corner_mi++,622,14,49
corner_mi,corner_mi++,623,43,21
corner_mi,corner_mi++,624,31,33
corner_mi,corner_mi++,625,33,31
corner_mi,corner_mi++,626,48,16
corner_mi,corner_mi++,627,23,41
corner_mi,corner_mi++,628,35,29
corner_mi,corner_mi++,629,34,30
corner_mi,corner_mi++,630,41,23
corner_mi,corner_mi++,631,44,20
corner_mi,corner_mi++,632,29,35
corner_mi,corner_mi++,633,28,36
corner_mi,corner_mi++,634,40,24
corner_mi,corner_mi++,635,32,32
corner_mi,corner_mi-,81,10,54
corner_mi,corner_mi-,82,40,24
corner_mi,corner_mi-,83,31,32
corner_mi,corner_mi-,84,51,13
corner_mi,corner_mi-,85,28,36
corner_mi,corner_mi-,86,26,38
corner_mi,corner_mi-,87,24,40
corner_mi,corner_mi-,88,22,42
corner_mi,corner_mi-,89,38,26
corner_mi,corner_mi-,90,33,31
corner_mi,corner_mi-,91,30,34
corner_mi,corner_mi-,92,41,23
corner_mi,corner_mi-,93,30,34
corner_mi,corner_mi-,94,25,39
corner_mi,corner_mi-,95,17,47
corner_mi,corner_mi-,96,21,43
corner_mi,corner_mi-,97,28,36
corner_mi,corner_mi-,98,40,23
corner_mi,corner_mi-,99,14,50
corner_mi,corner_mi-,100,24,40
corner_mi,corner_mi-,616,45,19
corner_mi,corner_mi-,617,33,31
corner_mi,corner_mi-,618,39,25
corner_mi,corner_mi-,619,32,32
corner_mi,corner_mi-,620,22,42
corner_mi,corner_mi-,621,31,31
corner_mi,corner_mi-,622,40,24
corner_mi,corner_mi-,623,28,36
corner_mi,corner_mi-,624,39,25
corner_mi,corner_mi-,625,40,23
corner_mi,corner_mi-,626,26,38
corner_mi,corner_mi-,627,37,27
corner_mi,corner_mi-,628,21,43
corner_mi,corner_mi-,629,21,43
corner_mi,corner_mi-,630,20,44
corner_mi,corner_mi-,631,47,17
corner_mi,corner_mi-,632,40,23
corner_mi,corner_mi-,633,49,15
corner_mi,corner_mi-,634,48,16
corner_mi,corner_mi-,635,46,18
corner_mi,corner_mi2+,81,29,35
corner_mi,corner_mi2+,82,30,34
